,id_count,UTM_E,UTM_N,Depth_m,geometry
4650,2100997,406168.85,7612976.17,0.5703,POINT (406168.85 7612976.17)
4651,2100998,406167.23,7612976.23,0.6386999999999999,POINT (406167.23 7612976.23)
4652,2100999,406166.41,7612976.26,0.6073,POINT (406166.41 7612976.26)
4653,2101000,406165.6,7612976.29,0.6028,POINT (406165.6 7612976.29)
4654,2101001,406163.2,7612977.49,0.6106,POINT (406163.2 7612977.49)
4655,2101002,406161.98,7612977.54,0.5254,POINT (406161.98 7612977.54)
4656,2101003,406160.72,7612976.47,0.5781000000000001,POINT (406160.72 7612976.47)
4657,2101004,406159.5,7612976.52,0.6768000000000001,POINT (406159.5 7612976.52)
4658,2101005,406159.09,7612976.53,0.5613,POINT (406159.09 7612976.53)
4659,2101006,406157.06,7612976.61,0.679,POINT (406157.06 7612976.61)
4660,2101007,406155.84,7612976.65,0.568,POINT (406155.84 7612976.65)
4661,2101008,406155.02,7612976.68,0.48960000000000004,POINT (406155.02 7612976.68)
4662,2101009,406153.8,7612976.73,0.5254,POINT (406153.8 7612976.73)
4663,2101010,406152.99,7612976.76,0.5764,POINT (406152.99 7612976.76)
4664,2101011,406150.51,7612975.74,0.4677,POINT (406150.51 7612975.74)
4665,2101012,406149.7,7612975.77,0.48450000000000004,POINT (406149.7 7612975.77)
4666,2101013,406148.11,7612976.94,0.5411,POINT (406148.11 7612976.94)
4667,2101014,406146.53,7612978.12,0.605,POINT (406146.53 7612978.12)
4668,2101015,406144.9,7612978.18,0.5456,POINT (406144.9 7612978.18)
4669,2101016,406144.08,7612978.21,0.5266,POINT (406144.08 7612978.21)
4670,2101017,406143.23,7612977.13,0.568,POINT (406143.23 7612977.13)
4671,2101018,406142.42,7612977.16,0.5893,POINT (406142.42 7612977.16)
4672,2101019,406140.38,7612977.23,0.48729999999999996,POINT (406140.38 7612977.23)
4673,2101020,406138.76,7612977.29,0.531,POINT (406138.76 7612977.29)
4674,2101021,406137.54,7612977.34,0.5288,POINT (406137.54 7612977.34)
4675,2101022,406136.68,7612976.26,0.586,POINT (406136.68 7612976.26)
4676,2101023,406135.05,7612976.32,0.4537,POINT (406135.05 7612976.32)
4677,2101024,406134.24,7612976.35,0.429,POINT (406134.24 7612976.35)
4678,2101025,406132.61,7612976.41,0.5165,POINT (406132.61 7612976.41)
4679,2101026,406131.39,7612976.45,0.44920000000000004,POINT (406131.39 7612976.45)
4680,2101027,406130.21,7612977.61,0.568,POINT (406130.21 7612977.61)
4681,2101028,406128.55,7612976.56,0.6163000000000001,POINT (406128.55 7612976.56)
4682,2101029,406128.18,7612977.69,0.5793,POINT (406128.18 7612977.69)
4683,2101030,406125.33,7612977.8,0.4694,POINT (406125.33 7612977.8)
4684,2101031,406124.11,7612977.84,0.5938,POINT (406124.11 7612977.84)
4685,2101032,406123.3,7612977.87,0.5109,POINT (406123.3 7612977.87)
4686,2101033,406121.27,7612977.95,0.6028,POINT (406121.27 7612977.95)
4687,2101034,406119.64,7612978.01,0.5972,POINT (406119.64 7612978.01)
4688,2101035,406118.83,7612978.04,0.5069,POINT (406118.83 7612978.04)
4689,2101036,406116.79,7612978.12,0.5720000000000001,POINT (406116.79 7612978.12)
4690,2101037,406115.57,7612978.16,0.5725,POINT (406115.57 7612978.16)
4691,2101038,406113.95,7612978.22,0.521,POINT (406113.95 7612978.22)
4692,2101039,406112.73,7612978.27,0.5176,POINT (406112.73 7612978.27)
4693,2101040,406111.1,7612978.33,0.6476000000000001,POINT (406111.1 7612978.33)
4694,2101041,406109.88,7612978.38,0.5993999999999999,POINT (406109.88 7612978.38)
4695,2101042,406107.03,7612978.48,0.6404000000000001,POINT (406107.03 7612978.48)
4696,2101043,406106.62,7612978.5,0.6275,POINT (406106.62 7612978.5)
4697,2101044,406105.4,7612978.55,0.6953,POINT (406105.4 7612978.55)
4698,2101045,406104.59,7612978.58,0.6297,POINT (406104.59 7612978.58)
4699,2101046,406103.37,7612978.62,0.6213000000000001,POINT (406103.37 7612978.62)
4700,2101047,406102.15,7612978.67,0.6319,POINT (406102.15 7612978.67)
4701,2101048,406101.3,7612977.58,0.6118,POINT (406101.3 7612977.58)
4702,2101049,406100.08,7612977.63,0.5815,POINT (406100.08 7612977.63)
4703,2101050,406099.22,7612976.55,0.4929,POINT (406099.22 7612976.55)
4704,2101051,406097.19,7612976.62,0.6807,POINT (406097.19 7612976.62)
4705,2101052,406095.97,7612976.67,0.6890999999999999,POINT (406095.97 7612976.67)
4706,2101053,406094.75,7612976.71,0.6263000000000001,POINT (406094.75 7612976.71)
4707,2101054,406092.71,7612976.79,0.5905,POINT (406092.71 7612976.79)
4708,2101055,406091.09,7612976.85,0.6537999999999999,POINT (406091.09 7612976.85)
4709,2101056,406089.91,7612978.01,0.5636,POINT (406089.91 7612978.01)
4710,2101057,406087.87,7612978.09,0.45030000000000003,POINT (406087.87 7612978.09)
4711,2101058,406086.65,7612978.13,0.5075,POINT (406086.65 7612978.13)
4712,2101059,406085.48,7612979.29,0.5058,POINT (406085.48 7612979.29)
4713,2101060,406083.81,7612978.24,0.5837,POINT (406083.81 7612978.24)
4714,2101061,406082.59,7612978.29,0.6286,POINT (406082.59 7612978.29)
4715,2101062,406081.77,7612978.32,0.5165,POINT (406081.77 7612978.32)
4716,2101063,406080.92,7612977.23,0.6577,POINT (406080.92 7612977.23)
4717,2101064,406080.51,7612977.25,0.5389,POINT (406080.51 7612977.25)
4718,2101065,406078.88,7612977.31,0.6851999999999999,POINT (406078.88 7612977.31)
4719,2101066,406076.89,7612978.5,0.4918,POINT (406076.89 7612978.5)
4720,2101067,406075.27,7612978.56,0.512,POINT (406075.27 7612978.56)
4721,2101068,406073.64,7612978.62,0.4974,POINT (406073.64 7612978.62)
4722,2101069,406072.01,7612978.68,0.642,POINT (406072.01 7612978.68)
4723,2101070,406070.79,7612978.73,0.5781000000000001,POINT (406070.79 7612978.73)
4724,2101071,406070.38,7612978.74,0.5221,POINT (406070.38 7612978.74)
4725,2101072,406069.57,7612978.77,0.4817,POINT (406069.57 7612978.77)
4726,2101073,406068.31,7612977.71,0.5585,POINT (406068.31 7612977.71)
4727,2101074,406066.68,7612977.77,0.4929,POINT (406066.68 7612977.77)
4728,2101075,406065.06,7612977.83,0.6566,POINT (406065.06 7612977.83)
4729,2101076,406063.06,7612979.02,0.5501,POINT (406063.06 7612979.02)
4730,2101077,406061.84,7612979.06,0.6112,POINT (406061.84 7612979.06)
4731,2101078,406060.22,7612979.13,0.5849,POINT (406060.22 7612979.13)
4732,2101079,406060.22,7612979.13,0.6634,POINT (406060.22 7612979.13)
4733,2101080,406059.0,7612979.17,0.6812999999999999,POINT (406059 7612979.17)
4734,2101081,406059.0,7612979.17,0.5512,POINT (406059 7612979.17)
4735,2101082,406056.51,7612978.15,0.5546,POINT (406056.51 7612978.15)
4736,2101083,406055.34,7612979.31,0.48619999999999997,POINT (406055.34 7612979.31)
4737,2101084,406054.12,7612979.35,0.5882000000000001,POINT (406054.12 7612979.35)
4738,2101085,406052.9,7612979.4,0.6051,POINT (406052.9 7612979.4)
4739,2101086,406052.08,7612979.43,0.5658,POINT (406052.08 7612979.43)
4740,2101087,406051.31,7612980.58,0.5557,POINT (406051.31 7612980.58)
4741,2101088,406050.05,7612979.51,0.5703,POINT (406050.05 7612979.51)
4742,2101089,406048.83,7612979.55,0.5893999999999999,POINT (406048.83 7612979.55)
4743,2101090,406047.61,7612979.6,0.3847,POINT (406047.61 7612979.6)
4744,2101091,406046.39,7612979.64,0.4515,POINT (406046.39 7612979.64)
4745,2101092,406044.4,7612980.84,0.466,POINT (406044.4 7612980.84)
4746,2101093,406043.18,7612980.88,0.4559,POINT (406043.18 7612980.88)
4747,2101094,406041.96,7612980.93,0.5288,POINT (406041.96 7612980.93)
4748,2101095,406039.52,7612981.02,0.5165,POINT (406039.52 7612981.02)
4749,2101096,406038.7,7612981.05,0.5647,POINT (406038.7 7612981.05)
4750,2101097,406037.48,7612981.09,0.5226,POINT (406037.48 7612981.09)
4751,2101098,406035.45,7612981.17,0.6213000000000001,POINT (406035.45 7612981.17)
4752,2101099,406034.23,7612981.22,0.7031999999999999,POINT (406034.23 7612981.22)
4753,2101100,406033.01,7612981.26,0.6970000000000001,POINT (406033.01 7612981.26)
4754,2101101,406032.2,7612981.29,0.595,POINT (406032.2 7612981.29)
4755,2101102,406030.97,7612981.34,0.47609999999999997,POINT (406030.97 7612981.34)
4756,2101103,406029.75,7612981.38,0.5882000000000001,POINT (406029.75 7612981.38)
4757,2101104,406028.13,7612981.45,0.5781000000000001,POINT (406028.13 7612981.45)
4758,2101105,406027.27,7612980.36,0.5748,POINT (406027.27 7612980.36)
4759,2101106,406026.09,7612981.52,0.5501,POINT (406026.09 7612981.52)
4760,2101107,406024.87,7612981.57,0.5748,POINT (406024.87 7612981.57)
4761,2101108,406022.84,7612981.64,0.5075,POINT (406022.84 7612981.64)
4762,2101109,406021.99,7612980.56,0.5725,POINT (406021.99 7612980.56)
4763,2101110,406019.99,7612981.75,0.6241,POINT (406019.99 7612981.75)
4764,2101111,406019.18,7612981.78,0.5327000000000001,POINT (406019.18 7612981.78)
4765,2101112,406017.15,7612981.86,0.4924,POINT (406017.15 7612981.86)
4766,2101113,406015.11,7612981.93,0.5186999999999999,POINT (406015.11 7612981.93)
4767,2101114,406013.89,7612981.98,0.5737,POINT (406013.89 7612981.98)
4768,2101115,406012.71,7612983.14,0.6420999999999999,POINT (406012.71 7612983.14)
4769,2101116,406011.09,7612983.2,0.5193,POINT (406011.09 7612983.2)
4770,2101117,406010.23,7612982.12,0.6325,POINT (406010.23 7612982.12)
4771,2101118,406009.42,7612982.15,0.5725,POINT (406009.42 7612982.15)
4772,2101119,406009.01,7612982.16,0.5737,POINT (406009.01 7612982.16)
4773,2101120,406007.39,7612982.23,0.6247,POINT (406007.39 7612982.23)
4774,2101121,406006.53,7612981.14,0.6219,POINT (406006.53 7612981.14)
4775,2101122,406004.54,7612982.33,0.632,POINT (406004.54 7612982.33)
4776,2101123,406002.87,7612981.28,0.5905,POINT (406002.87 7612981.28)
4777,2101124,406002.46,7612981.29,0.5294,POINT (406002.46 7612981.29)
4778,2101125,406000.43,7612981.37,0.5478999999999999,POINT (406000.43 7612981.37)
4779,2101126,405999.21,7612981.42,0.6678000000000001,POINT (405999.21 7612981.42)
4780,2101127,405997.99,7612981.46,0.5669,POINT (405997.99 7612981.46)
4781,2101128,405996.36,7612981.52,0.6062,POINT (405996.36 7612981.52)
4782,2101129,405994.73,7612981.58,0.6,POINT (405994.73 7612981.58)
4783,2101130,405993.51,7612981.63,0.6039,POINT (405993.51 7612981.63)
4784,2101131,405992.7,7612981.66,0.6308,POINT (405992.7 7612981.66)
4785,2101132,405990.67,7612981.74,0.6376,POINT (405990.67 7612981.74)
4786,2101133,405989.45,7612981.78,0.6084,POINT (405989.45 7612981.78)
4787,2101134,405988.23,7612981.83,0.5613,POINT (405988.23 7612981.83)
4788,2101135,405986.6,7612981.89,0.6028,POINT (405986.6 7612981.89)
4789,2101136,405984.57,7612981.97,0.5283,POINT (405984.57 7612981.97)
4790,2101137,405984.16,7612981.98,0.44020000000000004,POINT (405984.16 7612981.98)
4791,2101138,405982.53,7612982.04,0.4739,POINT (405982.53 7612982.04)
4792,2101139,405980.91,7612982.1,0.5395,POINT (405980.91 7612982.1)
4793,2101140,405978.87,7612982.18,0.521,POINT (405978.87 7612982.18)
4794,2101141,405977.69,7612983.34,0.5367000000000001,POINT (405977.69 7612983.34)
4795,2101142,405976.03,7612982.29,0.4694,POINT (405976.03 7612982.29)
4796,2101143,405975.21,7612982.32,0.4414,POINT (405975.21 7612982.32)
4797,2101144,405973.59,7612982.38,0.4117,POINT (405973.59 7612982.38)
4798,2101145,405972.77,7612982.41,0.475,POINT (405972.77 7612982.41)
4799,2101146,405971.55,7612982.46,0.4817,POINT (405971.55 7612982.46)
4800,2101147,405971.15,7612982.47,0.5681,POINT (405971.15 7612982.47)
4801,2101148,405969.15,7612983.66,0.5456,POINT (405969.15 7612983.66)
4802,2101149,405967.53,7612983.72,0.6118,POINT (405967.53 7612983.72)
4803,2101150,405965.9,7612983.78,0.618,POINT (405965.9 7612983.78)
4804,2101151,405964.64,7612982.72,0.6196,POINT (405964.64 7612982.72)
4805,2101152,405963.82,7612982.75,0.6431999999999999,POINT (405963.82 7612982.75)
4806,2101153,405962.2,7612982.81,0.6213000000000001,POINT (405962.2 7612982.81)
4807,2101154,405962.2,7612982.81,0.6196,POINT (405962.2 7612982.81)
4808,2101155,405960.57,7612982.87,0.5916,POINT (405960.57 7612982.87)
4809,2101156,405959.35,7612982.91,0.6785,POINT (405959.35 7612982.91)
4810,2101157,405957.72,7612982.98,0.6667000000000001,POINT (405957.72 7612982.98)
4811,2101158,405956.05,7612981.92,0.6443000000000001,POINT (405956.05 7612981.92)
4812,2101159,405954.83,7612981.97,0.6617000000000001,POINT (405954.83 7612981.97)
4813,2101160,405953.21,7612982.03,0.6936,POINT (405953.21 7612982.03)
4814,2101161,405951.62,7612983.2,0.7093,POINT (405951.62 7612983.2)
4815,2101162,405949.59,7612983.28,0.7211,POINT (405949.59 7612983.28)
4816,2101163,405948.78,7612983.31,0.6622,POINT (405948.78 7612983.31)
4817,2101164,405946.7,7612982.27,0.6678000000000001,POINT (405946.7 7612982.27)
4818,2101165,405945.07,7612982.33,0.7441,POINT (405945.07 7612982.33)
4819,2101166,405943.08,7612983.53,0.6667000000000001,POINT (405943.08 7612983.53)
4820,2101167,405942.27,7612983.56,0.614,POINT (405942.27 7612983.56)
4821,2101168,405940.64,7612983.62,0.6718000000000001,POINT (405940.64 7612983.62)
4822,2101169,405939.38,7612982.55,0.6219,POINT (405939.38 7612982.55)
4823,2101170,405938.16,7612982.59,0.6735,POINT (405938.16 7612982.59)
4824,2101171,405936.98,7612983.75,0.6084,POINT (405936.98 7612983.75)
4825,2101172,405936.17,7612983.79,0.5232,POINT (405936.17 7612983.79)
4826,2101173,405934.95,7612983.83,0.5932999999999999,POINT (405934.95 7612983.83)
4827,2101174,405932.51,7612983.92,0.6617000000000001,POINT (405932.51 7612983.92)
4828,2101175,405930.47,7612984.0,0.7361999,POINT (405930.47 7612984)
4829,2101176,405928.44,7612984.08,0.6918999000000001,POINT (405928.44 7612984.08)
4830,2101177,405927.63,7612984.11,0.6241,POINT (405927.63 7612984.11)
4831,2101178,405925.59,7612984.18,0.6376,POINT (405925.59 7612984.18)
4832,2101179,405924.78,7612984.21,0.6073,POINT (405924.78 7612984.21)
4833,2101180,405923.56,7612984.26,0.6735,POINT (405923.56 7612984.26)
4834,2101181,405923.15,7612984.27,0.614,POINT (405923.15 7612984.27)
4835,2101182,405921.53,7612984.34,0.5322,POINT (405921.53 7612984.34)
4836,2101183,405919.49,7612984.41,0.5798,POINT (405919.49 7612984.41)
4837,2101184,405917.86,7612984.47,0.6023,POINT (405917.86 7612984.47)
4838,2101185,405916.24,7612984.53,0.614,POINT (405916.24 7612984.53)
4839,2101186,405914.57,7612983.48,0.6095,POINT (405914.57 7612983.48)
4840,2101187,405913.76,7612983.51,0.5995,POINT (405913.76 7612983.51)
4841,2101188,405912.54,7612983.56,0.6533,POINT (405912.54 7612983.56)
4842,2101189,405910.91,7612983.62,0.66,POINT (405910.91 7612983.62)
4843,2101190,405909.28,7612983.68,0.5871,POINT (405909.28 7612983.68)
4844,2101191,405907.29,7612984.87,0.5085999999999999,POINT (405907.29 7612984.87)
4845,2101192,405906.48,7612984.9,0.6561,POINT (405906.48 7612984.9)
4846,2101193,405904.85,7612984.96,0.5703,POINT (405904.85 7612984.96)
4847,2101194,405904.04,7612984.99,0.5613,POINT (405904.04 7612984.99)
4848,2101195,405902.37,7612983.94,0.6039,POINT (405902.37 7612983.94)
4849,2101196,405901.19,7612985.1,0.5938,POINT (405901.19 7612985.1)
4850,2101197,405899.11,7612984.06,0.7015,POINT (405899.11 7612984.06)
4851,2101198,405897.53,7612985.24,0.7228,POINT (405897.53 7612985.24)
4852,2101199,405896.72,7612985.27,0.6578,POINT (405896.72 7612985.27)
4853,2101200,405895.9,7612985.3,0.6544,POINT (405895.9 7612985.3)
4854,2101201,405893.87,7612985.38,0.7390000000000001,POINT (405893.87 7612985.38)
4855,2101202,405893.05,7612985.41,0.6196,POINT (405893.05 7612985.41)
4856,2101203,405890.61,7612985.5,0.6622,POINT (405890.61 7612985.5)
4857,2101204,405889.39,7612985.54,0.6959000000000001,POINT (405889.39 7612985.54)
4858,2101205,405888.58,7612985.57,0.6634,POINT (405888.58 7612985.57)
4859,2101206,405887.73,7612984.49,0.706,POINT (405887.73 7612984.49)
4860,2101207,405885.73,7612985.68,0.5602,POINT (405885.73 7612985.68)
4861,2101208,405883.7,7612985.76,0.66,POINT (405883.7 7612985.76)
4862,2101209,405882.48,7612985.8,0.5412,POINT (405882.48 7612985.8)
4863,2101210,405881.26,7612985.85,0.6118,POINT (405881.26 7612985.85)
4864,2101211,405880.45,7612985.88,0.5725,POINT (405880.45 7612985.88)
4865,2101212,405878.41,7612985.96,0.6252,POINT (405878.41 7612985.96)
4866,2101213,405876.79,7612986.02,0.5344,POINT (405876.79 7612986.02)
4867,2101214,405875.97,7612986.05,0.6208,POINT (405875.97 7612986.05)
4868,2101215,405874.75,7612986.09,0.623,POINT (405874.75 7612986.09)
4869,2101216,405872.31,7612986.19,0.6701,POINT (405872.31 7612986.19)
4870,2101217,405870.69,7612986.25,0.669,POINT (405870.69 7612986.25)
4871,2101218,405869.47,7612986.29,0.8070002,POINT (405869.47 7612986.29)
4872,2101219,405868.24,7612986.34,0.6801999999999999,POINT (405868.24 7612986.34)
4873,2101220,405866.62,7612986.4,0.6914,POINT (405866.62 7612986.4)
4874,2101221,405864.99,7612986.46,0.6678000000000001,POINT (405864.99 7612986.46)
4875,2101222,405863.36,7612986.52,0.7228,POINT (405863.36 7612986.52)
4876,2101223,405862.96,7612986.54,0.6790999999999999,POINT (405862.96 7612986.54)
4877,2101224,405861.33,7612986.6,0.7828,POINT (405861.33 7612986.6)
4878,2101225,405859.3,7612986.68,0.7036999,POINT (405859.3 7612986.68)
4879,2101226,405858.48,7612986.71,0.6151,POINT (405858.48 7612986.71)
4880,2101227,405857.26,7612986.75,0.6801999999999999,POINT (405857.26 7612986.75)
4881,2101228,405856.45,7612986.78,0.6017,POINT (405856.45 7612986.78)
4882,2101229,405854.82,7612986.84,0.6118,POINT (405854.82 7612986.84)
4883,2101230,405854.01,7612986.88,0.6925,POINT (405854.01 7612986.88)
4884,2101231,405852.02,7612988.07,0.6476999999999999,POINT (405852.02 7612988.07)
4885,2101232,405850.39,7612988.13,0.6129,POINT (405850.39 7612988.13)
4886,2101233,405849.13,7612987.06,0.6634,POINT (405849.13 7612987.06)
4887,2101234,405847.91,7612987.1,0.6409,POINT (405847.91 7612987.1)
4888,2101235,405846.69,7612987.15,0.6039,POINT (405846.69 7612987.15)
4889,2101236,405845.51,7612988.31,0.5972,POINT (405845.51 7612988.31)
4890,2101237,405844.7,7612988.34,0.6801999999999999,POINT (405844.7 7612988.34)
4891,2101238,405843.48,7612988.39,0.6224000000000001,POINT (405843.48 7612988.39)
4892,2101239,405841.85,7612988.45,0.6578,POINT (405841.85 7612988.45)
4893,2101240,405839.82,7612988.52,0.6308,POINT (405839.82 7612988.52)
4894,2101241,405838.19,7612988.59,0.6062,POINT (405838.19 7612988.59)
4895,2101242,405837.38,7612988.62,0.6498999999999999,POINT (405837.38 7612988.62)
4896,2101243,405836.16,7612988.66,0.6555,POINT (405836.16 7612988.66)
4897,2101244,405834.94,7612988.71,0.6487999999999999,POINT (405834.94 7612988.71)
4898,2101245,405832.9,7612988.79,0.5748,POINT (405832.9 7612988.79)
4899,2101246,405831.68,7612988.83,0.6936,POINT (405831.68 7612988.83)
4900,2101247,405830.06,7612988.89,0.6157,POINT (405830.06 7612988.89)
4901,2101248,405828.84,7612988.94,0.6431999999999999,POINT (405828.84 7612988.94)
4902,2101249,405827.21,7612989.0,0.6925,POINT (405827.21 7612989)
4903,2101250,405826.8,7612989.01,0.5613,POINT (405826.8 7612989.01)
4904,2101251,405825.17,7612989.08,0.5982999999999999,POINT (405825.17 7612989.08)
4905,2101252,405823.55,7612989.14,0.6381,POINT (405823.55 7612989.14)
4906,2101253,405821.92,7612989.2,0.6964,POINT (405821.92 7612989.2)
4907,2101254,405820.7,7612989.24,0.6185,POINT (405820.7 7612989.24)
4908,2101255,405819.07,7612989.31,0.5647,POINT (405819.07 7612989.31)
4909,2101256,405817.45,7612989.37,0.5905,POINT (405817.45 7612989.37)
4910,2101257,405817.04,7612989.38,0.563,POINT (405817.04 7612989.38)
4911,2101258,405816.23,7612989.41,0.5658,POINT (405816.23 7612989.41)
4912,2101259,405813.83,7612990.62,0.5804,POINT (405813.83 7612990.62)
4913,2101260,405813.01,7612990.65,0.5277000000000001,POINT (405813.01 7612990.65)
4914,2101261,405810.94,7612989.61,0.5871,POINT (405810.94 7612989.61)
4915,2101262,405808.5,7612989.7,0.5748,POINT (405808.5 7612989.7)
4916,2101263,405808.09,7612989.72,0.4257,POINT (405808.09 7612989.72)
4917,2101264,405807.28,7612989.75,0.4991,POINT (405807.28 7612989.75)
4918,2101265,405805.65,7612989.81,0.5299,POINT (405805.65 7612989.81)
4919,2101266,405804.03,7612989.87,0.5154,POINT (405804.03 7612989.87)
4920,2101267,405802.4,7612989.93,0.5882000000000001,POINT (405802.4 7612989.93)
4921,2101268,405801.58,7612989.96,0.6039,POINT (405801.58 7612989.96)
4922,2101269,405799.96,7612990.03,0.5815,POINT (405799.96 7612990.03)
4923,2101270,405797.92,7612990.1,0.6520999999999999,POINT (405797.92 7612990.1)
4924,2101271,405796.7,7612990.15,0.5765,POINT (405796.7 7612990.15)
4925,2101272,405795.08,7612990.21,0.5815,POINT (405795.08 7612990.21)
4926,2101273,405793.45,7612990.27,0.6879999000000001,POINT (405793.45 7612990.27)
4927,2101274,405792.23,7612990.32,0.6353,POINT (405792.23 7612990.32)
4928,2101275,405791.01,7612990.36,0.6292,POINT (405791.01 7612990.36)
4929,2101276,405789.79,7612990.41,0.6711999,POINT (405789.79 7612990.41)
4930,2101277,405788.57,7612990.45,0.6067,POINT (405788.57 7612990.45)
4931,2101278,405787.31,7612989.39,0.6084,POINT (405787.31 7612989.39)
4932,2101279,405785.72,7612990.56,0.6095,POINT (405785.72 7612990.56)
4933,2101280,405784.5,7612990.61,0.6812999999999999,POINT (405784.5 7612990.61)
4934,2101281,405783.28,7612990.65,0.6970000000000001,POINT (405783.28 7612990.65)
4935,2101282,405781.66,7612990.71,0.7284,POINT (405781.66 7612990.71)
4936,2101283,405780.39,7612989.65,0.6208,POINT (405780.39 7612989.65)
4937,2101284,405779.22,7612990.81,0.6868999000000001,POINT (405779.22 7612990.81)
4938,2101285,405777.18,7612990.88,0.8290000000000001,POINT (405777.18 7612990.88)
4939,2101286,405776.37,7612990.91,0.6851999999999999,POINT (405776.37 7612990.91)
4940,2101287,405775.96,7612990.93,0.7743999000000001,POINT (405775.96 7612990.93)
4941,2101288,405773.11,7612991.04,0.6768000000000001,POINT (405773.11 7612991.04)
4942,2101289,405771.85,7612989.97,0.6415000000000001,POINT (405771.85 7612989.97)
4943,2101290,405771.08,7612991.11,0.586,POINT (405771.08 7612991.11)
4944,2101291,405769.45,7612991.17,0.6684,POINT (405769.45 7612991.17)
4945,2101292,405768.64,7612991.2,0.46549999999999997,POINT (405768.64 7612991.2)
4946,2101293,405767.42,7612991.25,0.5008,POINT (405767.42 7612991.25)
4947,2101294,405766.61,7612991.28,0.5322,POINT (405766.61 7612991.28)
4948,2101295,405764.94,7612990.23,0.4593,POINT (405764.94 7612990.23)
4949,2101296,405762.9,7612990.3,0.5866,POINT (405762.9 7612990.3)
4950,2101297,405762.5,7612990.32,0.595,POINT (405762.5 7612990.32)
4951,2101298,405760.91,7612991.5,0.6645,POINT (405760.91 7612991.5)
4952,2101299,405759.69,7612991.54,0.6947999,POINT (405759.69 7612991.54)
4953,2101300,405758.07,7612991.6,0.6325,POINT (405758.07 7612991.6)
4954,2101301,405756.44,7612991.66,0.6107,POINT (405756.44 7612991.66)
4955,2101302,405755.63,7612991.69,0.5888,POINT (405755.63 7612991.69)
4956,2101303,405754.85,7612992.84,0.5893999999999999,POINT (405754.85 7612992.84)
4957,2101304,405752.82,7612992.92,0.7361999,POINT (405752.82 7612992.92)
4958,2101305,405751.97,7612991.83,0.6555,POINT (405751.97 7612991.83)
4959,2101306,405750.34,7612991.89,0.6617000000000001,POINT (405750.34 7612991.89)
4960,2101307,405749.12,7612991.94,0.6386999999999999,POINT (405749.12 7612991.94)
4961,2101308,405748.3,7612991.97,0.7586999,POINT (405748.3 7612991.97)
4962,2101309,405745.86,7612992.06,0.7127,POINT (405745.86 7612992.06)
4963,2101310,405745.01,7612990.98,0.7458,POINT (405745.01 7612990.98)
4964,2101311,405744.24,7612992.12,0.6555,POINT (405744.24 7612992.12)
4965,2101312,405741.76,7612991.1,0.7232999999999999,POINT (405741.76 7612991.1)
4966,2101313,405740.17,7612992.28,0.725,POINT (405740.17 7612992.28)
4967,2101314,405738.95,7612992.32,0.6409,POINT (405738.95 7612992.32)
4968,2101315,405737.28,7612991.27,0.7182999999999999,POINT (405737.28 7612991.27)
4969,2101316,405735.65,7612991.33,0.6858,POINT (405735.65 7612991.33)
4970,2101317,405734.48,7612992.49,0.7418,POINT (405734.48 7612992.49)
4971,2101318,405733.26,7612992.54,0.6847,POINT (405733.26 7612992.54)
4972,2101319,405731.18,7612991.5,0.6426000000000001,POINT (405731.18 7612991.5)
4973,2101320,405729.96,7612991.55,0.7182999999999999,POINT (405729.96 7612991.55)
4974,2101321,405728.74,7612991.59,0.7267,POINT (405728.74 7612991.59)
4975,2101322,405727.52,7612991.64,0.7643000000000001,POINT (405727.52 7612991.64)
4976,2101323,405725.89,7612991.7,0.7138,POINT (405725.89 7612991.7)
4977,2101324,405724.27,7612991.76,0.706,POINT (405724.27 7612991.76)
4978,2101325,405723.0,7612990.69,0.7161,POINT (405723 7612990.69)
4979,2101326,405721.38,7612990.75,0.6711999,POINT (405721.38 7612990.75)
4980,2101327,405719.75,7612990.81,0.7036999,POINT (405719.75 7612990.81)
4981,2101328,405717.76,7612992.0,0.5793,POINT (405717.76 7612992)
4982,2101329,405716.13,7612992.07,0.6801999999999999,POINT (405716.13 7612992.07)
4983,2101330,405715.32,7612992.1,0.5546,POINT (405715.32 7612992.1)
4984,2101331,405714.1,7612992.14,0.6634,POINT (405714.1 7612992.14)
4985,2101332,405713.28,7612992.17,0.6656,POINT (405713.28 7612992.17)
4986,2101333,405712.06,7612992.22,0.669,POINT (405712.06 7612992.22)
4987,2101334,405710.44,7612992.28,0.5882000000000001,POINT (405710.44 7612992.28)
4988,2101335,405709.22,7612992.33,0.6981,POINT (405709.22 7612992.33)
4989,2101336,405707.18,7612992.4,0.838,POINT (405707.18 7612992.4)
4990,2101337,405705.96,7612992.45,0.7900999,POINT (405705.96 7612992.45)
4991,2101338,405704.38,7612993.63,0.7361999,POINT (405704.38 7612993.63)
4992,2101339,405702.71,7612992.57,0.82,POINT (405702.71 7612992.57)
4993,2101340,405702.3,7612992.59,0.828,POINT (405702.3 7612992.59)
4994,2101341,405700.27,7612992.66,0.7957,POINT (405700.27 7612992.66)
4995,2101342,405698.24,7612992.74,0.8290000000000001,POINT (405698.24 7612992.74)
4996,2101343,405696.2,7612992.82,0.8620002,POINT (405696.2 7612992.82)
4997,2101344,405695.39,7612992.85,0.8809999999999999,POINT (405695.39 7612992.85)
4998,2101345,405694.21,7612994.01,0.9440000000000001,POINT (405694.21 7612994.01)
4999,2101346,405693.4,7612994.04,0.941,POINT (405693.4 7612994.04)
