,UTM_E,UTM_N,Depth_m,geometry
5335,406417,7613370.0,1.177,POINT (406417 7613370)
5336,406414,7613370.0,1.197,POINT (406414 7613370)
5337,406412,7613370.0,1.178,POINT (406412 7613370)
5338,406410,7613370.0,1.128,POINT (406410 7613370)
5339,406409,7613370.0,1.109,POINT (406409 7613370)
5340,406406,7613370.0,1.004,POINT (406406 7613370)
5341,406405,7613370.0,1.062,POINT (406405 7613370)
5342,406403,7613370.0,0.96,POINT (406403 7613370)
5343,406402,7613370.0,0.5131,POINT (406402 7613370)
5344,406400,7613370.0,0.3746,POINT (406400 7613370)
5345,406399,7613370.0,0.21559999999999999,POINT (406399 7613370)
5346,406397,7613370.0,0.341,POINT (406397 7613370)
5347,406396,7613370.0,0.49939999999999996,POINT (406396 7613370)
5348,406393,7613370.0,0.5256000000000001,POINT (406393 7613370)
5349,406391,7613370.0,0.6151,POINT (406391 7613370)
5350,406390,7613370.0,0.5986,POINT (406390 7613370)
5351,406388,7613370.0,0.5689,POINT (406388 7613370)
5352,406386,7613370.0,0.7308,POINT (406386 7613370)
5353,406384,7613370.0,0.6516,POINT (406384 7613370)
5354,406382,7613370.0,0.7131000000000001,POINT (406382 7613370)
5355,406379,7613370.0,0.7724,POINT (406379 7613370)
5356,406377,7613370.0,0.7240000000000001,POINT (406377 7613370)
5357,406376,7613370.0,0.7445,POINT (406376 7613370)
5358,406374,7613370.0,0.7240000000000001,POINT (406374 7613370)
5359,406374,7613370.0,0.7946,POINT (406374 7613370)
5360,406372,7613370.0,0.7240000000000001,POINT (406372 7613370)
5361,406370,7613370.0,0.6977,POINT (406370 7613370)
5362,406368,7613370.0,0.6544,POINT (406368 7613370)
5363,406367,7613370.0,0.598,POINT (406367 7613370)
5364,406365,7613370.0,0.7752,POINT (406365 7613370)
5365,406365,7613370.0,0.643,POINT (406365 7613370)
5366,406363,7613370.0,0.5473,POINT (406363 7613370)
5367,406361,7613370.0,0.5495,POINT (406361 7613370)
5368,406359,7613370.0,0.5575,POINT (406359 7613370)
5369,406358,7613370.0,0.5974,POINT (406358 7613370)
5370,406357,7613370.0,0.5165,POINT (406357 7613370)
5371,406356,7613370.0,0.5239,POINT (406356 7613370)
5372,406354,7613370.0,0.4321,POINT (406354 7613370)
5373,406352,7613370.0,0.5387,POINT (406352 7613370)
5374,406350,7613360.0,0.5769,POINT (406350 7613360)
5375,406350,7613370.0,0.6077,POINT (406350 7613370)
5376,406348,7613370.0,0.6943,POINT (406348 7613370)
5377,406347,7613370.0,0.6795,POINT (406347 7613370)
5378,406345,7613370.0,0.6601,POINT (406345 7613370)
5379,406343,7613370.0,0.6748999999999999,POINT (406343 7613370)
5380,406341,7613370.0,0.6293,POINT (406341 7613370)
5381,406339,7613370.0,0.643,POINT (406339 7613370)
5382,406337,7613370.0,0.6668999999999999,POINT (406337 7613370)
5383,406335,7613370.0,0.7855,POINT (406335 7613370)
5384,406333,7613370.0,0.7826000000000001,POINT (406333 7613370)
5385,406332,7613370.0,0.845,POINT (406332 7613370)
5386,406329,7613370.0,0.831,POINT (406329 7613370)
5387,406328,7613370.0,0.7637999999999999,POINT (406328 7613370)
5388,406326,7613370.0,0.856,POINT (406326 7613370)
5389,406324,7613370.0,0.7467,POINT (406324 7613370)
5390,406322,7613370.0,0.812,POINT (406322 7613370)
5391,406320,7613370.0,0.877,POINT (406320 7613370)
5392,406318,7613370.0,0.946,POINT (406318 7613370)
5393,406316,7613370.0,0.904,POINT (406316 7613370)
5394,406313,7613370.0,0.8640000000000001,POINT (406313 7613370)
5395,406311,7613370.0,0.848,POINT (406311 7613370)
5396,406309,7613370.0,0.7273000000000001,POINT (406309 7613370)
5397,406308,7613370.0,0.7581,POINT (406308 7613370)
5398,406306,7613370.0,0.8079999999999999,POINT (406306 7613370)
5399,406302,7613370.0,1.0859999999999999,POINT (406302 7613370)
5400,406299,7613370.0,1.166,POINT (406299 7613370)
5401,406297,7613370.0,1.2,POINT (406297 7613370)
5402,406295,7613370.0,1.193,POINT (406295 7613370)
5403,406293,7613370.0,1.099,POINT (406293 7613370)
5404,406291,7613370.0,1.058,POINT (406291 7613370)
5405,406288,7613370.0,1.139,POINT (406288 7613370)
5406,406287,7613370.0,0.977,POINT (406287 7613370)
5407,406284,7613370.0,0.9009999999999999,POINT (406284 7613370)
5408,406282,7613370.0,0.878,POINT (406282 7613370)
5409,406280,7613370.0,1.025,POINT (406280 7613370)
5410,406279,7613370.0,0.938,POINT (406279 7613370)
5411,406277,7613370.0,0.853,POINT (406277 7613370)
5412,406274,7613370.0,0.8009999999999999,POINT (406274 7613370)
5413,406272,7613370.0,0.7648999999999999,POINT (406272 7613370)
5414,406270,7613370.0,0.7683,POINT (406270 7613370)
5415,406269,7613370.0,0.7763,POINT (406269 7613370)
5416,406267,7613370.0,0.7216,POINT (406267 7613370)
5417,406265,7613370.0,0.7404000000000001,POINT (406265 7613370)
5418,406263,7613370.0,0.8320000000000001,POINT (406263 7613370)
5419,406260,7613370.0,0.6464,POINT (406260 7613370)
5420,406259,7613370.0,0.7592,POINT (406259 7613370)
5421,406257,7613370.0,0.7626000000000001,POINT (406257 7613370)
5422,406255,7613370.0,0.6783,POINT (406255 7613370)
5423,406252,7613370.0,0.81,POINT (406252 7613370)
5424,406250,7613370.0,0.863,POINT (406250 7613370)
5425,406248,7613370.0,0.8029999999999999,POINT (406248 7613370)
5426,406246,7613370.0,0.9009999999999999,POINT (406246 7613370)
5427,406243,7613370.0,0.845,POINT (406243 7613370)
5428,406242,7613370.0,0.8420000000000001,POINT (406242 7613370)
5429,406239,7613370.0,0.879,POINT (406239 7613370)
5430,406237,7613370.0,0.7888,POINT (406237 7613370)
5431,406236,7613370.0,0.8640000000000001,POINT (406236 7613370)
5432,406233,7613370.0,0.852,POINT (406233 7613370)
5433,406231,7613370.0,0.8540000000000001,POINT (406231 7613370)
5434,406228,7613370.0,0.888,POINT (406228 7613370)
5435,406225,7613370.0,0.873,POINT (406225 7613370)
5436,406223,7613370.0,0.8640000000000001,POINT (406223 7613370)
5437,406221,7613370.0,0.915,POINT (406221 7613370)
5438,406218,7613370.0,0.813,POINT (406218 7613370)
5439,406216,7613370.0,0.978,POINT (406216 7613370)
5440,406214,7613370.0,0.6897,POINT (406214 7613370)
5441,406211,7613370.0,0.615,POINT (406211 7613370)
5442,406209,7613370.0,0.5426,POINT (406209 7613370)
5443,406208,7613370.0,0.6008,POINT (406208 7613370)
5444,406206,7613370.0,0.5119,POINT (406206 7613370)
5445,406203,7613370.0,0.40700000000000003,POINT (406203 7613370)
5446,406200,7613370.0,0.34490000000000004,POINT (406200 7613370)
5447,406199,7613370.0,0.4275,POINT (406199 7613370)
5448,406198,7613370.0,0.3455,POINT (406198 7613370)
5449,406196,7613370.0,0.5347,POINT (406196 7613370)
5450,406194,7613370.0,0.5939,POINT (406194 7613370)
5451,406191,7613370.0,0.6954,POINT (406191 7613370)
5452,406189,7613370.0,0.5529,POINT (406189 7613370)
5453,406186,7613370.0,0.6543000000000001,POINT (406186 7613370)
5454,406183,7613370.0,0.6406999999999999,POINT (406183 7613370)
5455,406181,7613370.0,0.7454999999999999,POINT (406181 7613370)
5456,406178,7613370.0,0.5073,POINT (406178 7613370)
5457,406176,7613370.0,0.6834,POINT (406176 7613370)
5458,406173,7613370.0,0.7125,POINT (406173 7613370)
5459,406171,7613370.0,0.4993,POINT (406171 7613370)
5460,406169,7613370.0,0.5825,POINT (406169 7613370)
5461,406166,7613370.0,0.4366,POINT (406166 7613370)
5462,406163,7613370.0,0.44229999999999997,POINT (406163 7613370)
5463,406162,7613370.0,0.6122,POINT (406162 7613370)
5464,406159,7613370.0,0.6144,POINT (406159 7613370)
5465,406157,7613370.0,0.46,POINT (406157 7613370)
5466,406155,7613370.0,0.5592,POINT (406155 7613370)
5467,406151,7613370.0,0.4207,POINT (406151 7613370)
5468,406150,7613370.0,0.36369999999999997,POINT (406150 7613370)
5469,406147,7613370.0,0.4007,POINT (406147 7613370)
5470,406145,7613370.0,0.415,POINT (406145 7613370)
5471,406144,7613370.0,0.40240000000000004,POINT (406144 7613370)
5472,406141,7613370.0,0.24739999999999998,POINT (406141 7613370)
5473,406140,7613370.0,0.4138,POINT (406140 7613370)
5474,406138,7613370.0,0.35229999999999995,POINT (406138 7613370)
5475,406136,7613380.0,0.30670000000000003,POINT (406136 7613380)
5476,406134,7613380.0,0.4754,POINT (406134 7613380)
5477,406131,7613380.0,0.30329999999999996,POINT (406131 7613380)
5478,406129,7613380.0,0.5734,POINT (406129 7613380)
5479,406126,7613380.0,0.6008,POINT (406126 7613380)
5480,406124,7613380.0,0.6531999999999999,POINT (406124 7613380)
5481,406122,7613380.0,0.6726000000000001,POINT (406122 7613380)
5482,406119,7613380.0,0.5928,POINT (406119 7613380)
5483,406117,7613380.0,0.5586,POINT (406117 7613380)
5484,406115,7613380.0,0.48219999999999996,POINT (406115 7613380)
5485,406113,7613380.0,0.4777,POINT (406113 7613380)
5486,406110,7613380.0,0.5067,POINT (406110 7613380)
5487,406109,7613380.0,0.5312,POINT (406109 7613380)
5488,406106,7613380.0,0.6395000000000001,POINT (406106 7613380)
5489,406105,7613380.0,0.6559999999999999,POINT (406105 7613380)
5490,406102,7613380.0,0.6401,POINT (406102 7613380)
5491,406099,7613380.0,0.7204,POINT (406099 7613380)
5492,406098,7613380.0,0.7535,POINT (406098 7613380)
5493,406095,7613380.0,0.7968000000000001,POINT (406095 7613380)
5494,406093,7613380.0,0.6794,POINT (406093 7613380)
5495,406091,7613380.0,0.7062,POINT (406091 7613380)
5496,406089,7613380.0,0.6646,POINT (406089 7613380)
5497,406086,7613380.0,0.6531999999999999,POINT (406086 7613380)
5498,406084,7613380.0,0.6931,POINT (406084 7613380)
5499,406081,7613380.0,0.7221,POINT (406081 7613380)
5500,406079,7613380.0,0.6509,POINT (406079 7613380)
5501,406078,7613380.0,0.7603,POINT (406078 7613380)
5502,406075,7613380.0,0.8109999999999999,POINT (406075 7613380)
5503,406073,7613380.0,0.615,POINT (406073 7613380)
5504,406070,7613380.0,0.6122,POINT (406070 7613380)
5505,406068,7613380.0,0.5284,POINT (406068 7613380)
5506,406065,7613380.0,0.6213000000000001,POINT (406065 7613380)
5507,406063,7613380.0,0.5529,POINT (406063 7613380)
5508,406061,7613380.0,0.48,POINT (406061 7613380)
5509,406059,7613380.0,0.5221,POINT (406059 7613380)
5510,406056,7613380.0,0.5837,POINT (406056 7613380)
5511,406053,7613380.0,0.49479999999999996,POINT (406053 7613380)
5512,406052,7613380.0,0.5415,POINT (406052 7613380)
5513,406050,7613380.0,0.5357999999999999,POINT (406050 7613380)
5514,406047,7613380.0,0.5278,POINT (406047 7613380)
5515,406045,7613380.0,0.5768,POINT (406045 7613380)
5516,406043,7613380.0,0.5939,POINT (406043 7613380)
5517,406041,7613380.0,0.6218,POINT (406041 7613380)
5518,406039,7613380.0,0.7267,POINT (406039 7613380)
5519,406038,7613380.0,0.7033,POINT (406038 7613380)
5520,406035,7613380.0,0.6948000000000001,POINT (406035 7613380)
5521,406034,7613380.0,0.6013000000000001,POINT (406034 7613380)
5522,406032,7613380.0,0.6019,POINT (406032 7613380)
5523,406030,7613380.0,0.5689,POINT (406030 7613380)
5524,406028,7613380.0,0.5871,POINT (406028 7613380)
5525,406027,7613380.0,0.5882000000000001,POINT (406027 7613380)
5526,406023,7613380.0,0.5438000000000001,POINT (406023 7613380)
5527,406021,7613380.0,0.6498,POINT (406021 7613380)
5528,406018,7613380.0,0.5141,POINT (406018 7613380)
5529,406016,7613380.0,0.5893999999999999,POINT (406016 7613380)
5530,406013,7613380.0,0.6104999999999999,POINT (406013 7613380)
5531,406011,7613380.0,0.5347,POINT (406011 7613380)
5532,406009,7613380.0,0.4144,POINT (406009 7613380)
5533,406006,7613380.0,0.5324,POINT (406006 7613380)
5534,406005,7613380.0,0.6657,POINT (406005 7613380)
5535,406003,7613380.0,0.5455,POINT (406003 7613380)
5536,406002,7613380.0,0.48450000000000004,POINT (406002 7613380)
5537,405999,7613380.0,0.4235,POINT (405999 7613380)
5538,405998,7613380.0,0.43320000000000003,POINT (405998 7613380)
5539,405994,7613380.0,0.5176,POINT (405994 7613380)
5540,405992,7613380.0,0.4594,POINT (405992 7613380)
5541,405989,7613380.0,0.6429,POINT (405989 7613380)
5542,405989,7613380.0,0.5643,POINT (405989 7613380)
5543,405986,7613380.0,0.4355,POINT (405986 7613380)
5544,405985,7613380.0,0.5357999999999999,POINT (405985 7613380)
5545,405982,7613380.0,0.5267000000000001,POINT (405982 7613380)
5546,405979,7613380.0,0.5951,POINT (405979 7613380)
5547,405976,7613380.0,0.5928,POINT (405976 7613380)
5548,405975,7613380.0,0.48219999999999996,POINT (405975 7613380)
5549,405973,7613380.0,0.4537,POINT (405973 7613380)
5550,405972,7613380.0,0.5746,POINT (405972 7613380)
5551,405970,7613380.0,0.4275,POINT (405970 7613380)
5552,405967,7613380.0,0.5922,POINT (405967 7613380)
5553,405965,7613380.0,0.6737000000000001,POINT (405965 7613380)
5554,405964,7613380.0,0.6954,POINT (405964 7613380)
5555,405961,7613380.0,0.6531999999999999,POINT (405961 7613380)
5556,405959,7613380.0,0.6367,POINT (405959 7613380)
5557,405958,7613380.0,0.7106999999999999,POINT (405958 7613380)
5558,405956,7613380.0,0.66,POINT (405956 7613380)
5559,405954,7613380.0,0.6805,POINT (405954 7613380)
5560,405952,7613380.0,0.7204,POINT (405952 7613380)
5561,405950,7613380.0,0.7079000000000001,POINT (405950 7613380)
5562,405947,7613380.0,0.836,POINT (405947 7613380)
5563,405946,7613380.0,0.6595,POINT (405946 7613380)
5564,405943,7613380.0,0.7387,POINT (405943 7613380)
5565,405941,7613380.0,0.7353000000000001,POINT (405941 7613380)
5566,405939,7613380.0,0.7478,POINT (405939 7613380)
5567,405936,7613380.0,0.7239,POINT (405936 7613380)
5568,405933,7613380.0,0.847,POINT (405933 7613380)
5569,405931,7613380.0,0.855,POINT (405931 7613380)
5570,405929,7613380.0,0.5506,POINT (405929 7613380)
5571,405927,7613380.0,0.5575,POINT (405927 7613380)
5572,405926,7613380.0,0.6144,POINT (405926 7613380)
5573,405924,7613380.0,0.635,POINT (405924 7613380)
5574,405922,7613380.0,0.5404,POINT (405922 7613380)
5575,405920,7613380.0,0.7011,POINT (405920 7613380)
5576,405918,7613380.0,0.7353000000000001,POINT (405918 7613380)
5577,405916,7613380.0,0.7444,POINT (405916 7613380)
5578,405914,7613380.0,0.855,POINT (405914 7613380)
5579,405911,7613380.0,0.867,POINT (405911 7613380)
5580,405909,7613380.0,0.6617000000000001,POINT (405909 7613380)
5581,405907,7613380.0,0.4686,POINT (405907 7613380)
5582,405905,7613380.0,0.4429,POINT (405905 7613380)
5583,405903,7613380.0,0.7306999999999999,POINT (405903 7613380)
5584,405901,7613380.0,0.6275,POINT (405901 7613380)
5585,405900,7613380.0,0.6486,POINT (405900 7613380)
5586,405897,7613380.0,0.725,POINT (405897 7613380)
5587,405895,7613380.0,0.855,POINT (405895 7613380)
5588,405893,7613380.0,0.7854000000000001,POINT (405893 7613380)
5589,405891,7613380.0,0.6817,POINT (405891 7613380)
5590,405889,7613380.0,0.6783,POINT (405889 7613380)
5591,405887,7613380.0,0.7159,POINT (405887 7613380)
5592,405885,7613380.0,0.6988,POINT (405885 7613380)
5593,405881,7613380.0,0.88,POINT (405881 7613380)
5594,405879,7613390.0,0.733,POINT (405879 7613390)
5595,405879,7613390.0,0.6817,POINT (405879 7613390)
5596,405876,7613390.0,0.6714,POINT (405876 7613390)
5597,405875,7613380.0,0.6965,POINT (405875 7613380)
5598,405873,7613380.0,0.758,POINT (405873 7613380)
5599,405871,7613380.0,0.7136,POINT (405871 7613380)
5600,405869,7613380.0,0.6805,POINT (405869 7613380)
5601,405868,7613380.0,0.741,POINT (405868 7613380)
5602,405866,7613380.0,0.6690999999999999,POINT (405866 7613380)
5603,405863,7613380.0,0.7545999999999999,POINT (405863 7613380)
5604,405862,7613380.0,0.6897,POINT (405862 7613380)
5605,405859,7613380.0,0.7694,POINT (405859 7613380)
5606,405856,7613380.0,0.7831,POINT (405856 7613380)
5607,405855,7613380.0,0.6759999999999999,POINT (405855 7613380)
5608,405853,7613380.0,0.7056,POINT (405853 7613380)
5609,405850,7613380.0,0.5854,POINT (405850 7613380)
5610,405847,7613380.0,0.6099,POINT (405847 7613380)
5611,405846,7613380.0,0.6293,POINT (405846 7613380)
5612,405845,7613380.0,0.6144,POINT (405845 7613380)
5613,405842,7613380.0,0.6133,POINT (405842 7613380)
5614,405840,7613380.0,0.5575,POINT (405840 7613380)
5615,405838,7613380.0,0.6133,POINT (405838 7613380)
5616,405836,7613380.0,0.6087,POINT (405836 7613380)
5617,405834,7613380.0,0.5221,POINT (405834 7613380)
5618,405832,7613380.0,0.5415,POINT (405832 7613380)
5619,405830,7613380.0,0.627,POINT (405830 7613380)
5620,405827,7613380.0,0.6503,POINT (405827 7613380)
5621,405825,7613380.0,0.5539999999999999,POINT (405825 7613380)
5622,405822,7613380.0,0.7016,POINT (405822 7613380)
5623,405819,7613390.0,0.619,POINT (405819 7613390)
5624,405818,7613380.0,0.6690999999999999,POINT (405818 7613380)
5625,405816,7613390.0,0.6663,POINT (405816 7613390)
5626,405814,7613390.0,0.7306999999999999,POINT (405814 7613390)
5627,405812,7613390.0,0.6770999999999999,POINT (405812 7613390)
5628,405810,7613390.0,0.6167,POINT (405810 7613390)
5629,405807,7613390.0,0.635,POINT (405807 7613390)
5630,405804,7613390.0,0.7273000000000001,POINT (405804 7613390)
5631,405802,7613390.0,0.7045,POINT (405802 7613390)
5632,405800,7613390.0,0.7011,POINT (405800 7613390)
5633,405797,7613390.0,0.7056,POINT (405797 7613390)
5634,405795,7613390.0,0.733,POINT (405795 7613390)
5635,405793,7613390.0,0.7478,POINT (405793 7613390)
5636,405791,7613390.0,0.6828,POINT (405791 7613390)
5637,405789,7613390.0,0.7011,POINT (405789 7613390)
5638,405787,7613390.0,0.7648999999999999,POINT (405787 7613390)
5639,405784,7613390.0,0.6737000000000001,POINT (405784 7613390)
5640,405782,7613390.0,0.823,POINT (405782 7613390)
5641,405781,7613390.0,0.6429,POINT (405781 7613390)
5642,405778,7613390.0,0.6737000000000001,POINT (405778 7613390)
5643,405777,7613390.0,0.733,POINT (405777 7613390)
5644,405775,7613390.0,0.6115999999999999,POINT (405775 7613390)
5645,405773,7613390.0,0.6441,POINT (405773 7613390)
5646,405771,7613390.0,0.5922,POINT (405771 7613390)
5647,405768,7613390.0,0.6919,POINT (405768 7613390)
5648,405766,7613390.0,0.5449,POINT (405766 7613390)
5649,405764,7613390.0,0.7676999999999999,POINT (405764 7613390)
5650,405762,7613390.0,0.6555,POINT (405762 7613390)
5651,405760,7613390.0,0.7125,POINT (405760 7613390)
5652,405757,7613390.0,0.6759999999999999,POINT (405757 7613390)
5653,405755,7613390.0,0.7227,POINT (405755 7613390)
5654,405752,7613390.0,0.8240000000000001,POINT (405752 7613390)
5655,405749,7613390.0,0.836,POINT (405749 7613390)
5656,405747,7613390.0,0.826,POINT (405747 7613390)
5657,405746,7613390.0,0.7592,POINT (405746 7613390)
5658,405743,7613390.0,0.9440000000000001,POINT (405743 7613390)
5659,405741,7613390.0,1.05,POINT (405741 7613390)
5660,405740,7613390.0,0.82,POINT (405740 7613390)
5661,405737,7613390.0,0.9590000000000001,POINT (405737 7613390)
5662,405735,7613390.0,0.8140000000000001,POINT (405735 7613390)
5663,405732,7613390.0,0.861,POINT (405732 7613390)
5664,405730,7613390.0,0.8809999999999999,POINT (405730 7613390)
5665,405727,7613390.0,0.857,POINT (405727 7613390)
5666,405725,7613390.0,0.7615000000000001,POINT (405725 7613390)
5667,405722,7613390.0,0.823,POINT (405722 7613390)
5668,405720,7613390.0,0.9840000000000001,POINT (405720 7613390)
5669,405718,7613390.0,1.1520000000000001,POINT (405718 7613390)
5670,405715,7613390.0,1.1420000000000001,POINT (405715 7613390)
5671,405713,7613390.0,1.0070000000000001,POINT (405713 7613390)
5672,405711,7613390.0,0.976,POINT (405711 7613390)
5673,405708,7613390.0,1.08,POINT (405708 7613390)
5674,405706,7613390.0,1.1340000000000001,POINT (405706 7613390)
5675,405704,7613390.0,1.0490000000000002,POINT (405704 7613390)
5676,405702,7613390.0,1.139,POINT (405702 7613390)
5677,405700,7613390.0,1.026,POINT (405700 7613390)
5678,405698,7613390.0,0.9229999999999999,POINT (405698 7613390)
5679,405697,7613390.0,0.8690000000000001,POINT (405697 7613390)
5680,405695,7613390.0,0.902,POINT (405695 7613390)
5681,405694,7613390.0,0.845,POINT (405694 7613390)
5682,405691,7613390.0,0.813,POINT (405691 7613390)
5683,405689,7613390.0,0.833,POINT (405689 7613390)
5684,405687,7613390.0,0.97,POINT (405687 7613390)
5685,405685,7613390.0,0.9279999999999999,POINT (405685 7613390)
5686,405684,7613390.0,0.6537999999999999,POINT (405684 7613390)
5687,405682,7613390.0,0.7711,POINT (405682 7613390)
5688,405680,7613390.0,0.7489,POINT (405680 7613390)
5689,405678,7613390.0,0.912,POINT (405678 7613390)
5690,405676,7613390.0,0.858,POINT (405676 7613390)
5691,405675,7613390.0,0.7922,POINT (405675 7613390)
5692,405673,7613390.0,0.7654000000000001,POINT (405673 7613390)
5693,405671,7613390.0,0.7256,POINT (405671 7613390)
5694,405669,7613390.0,0.7888,POINT (405669 7613390)
5695,405666,7613390.0,0.856,POINT (405666 7613390)
5696,405665,7613390.0,0.7501000000000001,POINT (405665 7613390)
5697,405662,7613390.0,0.8009999999999999,POINT (405662 7613390)
5698,405660,7613390.0,0.7717,POINT (405660 7613390)
5699,405658,7613390.0,0.7444,POINT (405658 7613390)
5700,405656,7613390.0,0.8290000000000001,POINT (405656 7613390)
5701,405654,7613390.0,0.7659999999999999,POINT (405654 7613390)
5702,405651,7613390.0,0.6959000000000001,POINT (405651 7613390)
5703,405649,7613390.0,0.7267,POINT (405649 7613390)
5704,405647,7613390.0,0.815,POINT (405647 7613390)
5705,405645,7613390.0,0.7797,POINT (405645 7613390)
5706,405642,7613390.0,0.6942,POINT (405642 7613390)
5707,405640,7613390.0,0.815,POINT (405640 7613390)
5708,405637,7613390.0,0.7375,POINT (405637 7613390)
5709,405635,7613390.0,0.7648999999999999,POINT (405635 7613390)
5710,405633,7613390.0,0.7592,POINT (405633 7613390)
5711,405631,7613390.0,0.836,POINT (405631 7613390)
5712,405630,7613390.0,0.7717,POINT (405630 7613390)
5713,405627,7613390.0,0.7444,POINT (405627 7613390)
5714,405624,7613390.0,0.7968000000000001,POINT (405624 7613390)
5715,405623,7613390.0,0.7763,POINT (405623 7613390)
5716,405620,7613390.0,0.862,POINT (405620 7613390)
5717,405619,7613390.0,0.836,POINT (405619 7613390)
5718,405616,7613390.0,0.846,POINT (405616 7613390)
5719,405614,7613390.0,0.9,POINT (405614 7613390)
5720,405612,7613390.0,0.7626000000000001,POINT (405612 7613390)
5721,405610,7613390.0,0.937,POINT (405610 7613390)
5722,405608,7613390.0,0.894,POINT (405608 7613390)
5723,405607,7613390.0,0.816,POINT (405607 7613390)
5724,405604,7613390.0,0.8140000000000001,POINT (405604 7613390)
5725,405602,7613390.0,0.862,POINT (405602 7613390)
5726,405600,7613390.0,0.84,POINT (405600 7613390)
5727,405598,7613390.0,0.841,POINT (405598 7613390)
5728,405595,7613390.0,0.7870999999999999,POINT (405595 7613390)
5729,405594,7613390.0,0.862,POINT (405594 7613390)
5730,405592,7613390.0,0.7957,POINT (405592 7613390)
5731,405590,7613400.0,0.89,POINT (405590 7613400)
5732,405587,7613400.0,0.899,POINT (405587 7613400)
5733,405585,7613400.0,0.893,POINT (405585 7613400)
5734,405584,7613400.0,0.7683,POINT (405584 7613400)
5735,405581,7613400.0,0.7974,POINT (405581 7613400)
5736,405579,7613400.0,0.887,POINT (405579 7613400)
5737,405578,7613400.0,0.843,POINT (405578 7613400)
5738,405575,7613400.0,0.7843000000000001,POINT (405575 7613400)
5739,405573,7613400.0,0.7694,POINT (405573 7613400)
5740,405570,7613400.0,0.6890999999999999,POINT (405570 7613400)
5741,405570,7613400.0,0.6914,POINT (405570 7613400)
5742,405566,7613400.0,0.7945,POINT (405566 7613400)
5743,405564,7613400.0,0.838,POINT (405564 7613400)
5744,405562,7613400.0,0.7585999999999999,POINT (405562 7613400)
5745,405559,7613400.0,0.8540000000000001,POINT (405559 7613400)
5746,405557,7613400.0,0.9390000000000001,POINT (405557 7613400)
5747,405555,7613400.0,0.898,POINT (405555 7613400)
5748,405553,7613400.0,0.83,POINT (405553 7613400)
5749,405550,7613400.0,0.8490000000000001,POINT (405550 7613400)
5750,405548,7613400.0,0.7843000000000001,POINT (405548 7613400)
5751,405546,7613400.0,0.7676999999999999,POINT (405546 7613400)
5752,405543,7613400.0,0.7683,POINT (405543 7613400)
5753,405542,7613400.0,0.7848,POINT (405542 7613400)
5754,405539,7613400.0,0.7659999999999999,POINT (405539 7613400)
5755,405537,7613400.0,0.802,POINT (405537 7613400)
5756,405535,7613400.0,0.836,POINT (405535 7613400)
5757,405533,7613400.0,0.82,POINT (405533 7613400)
5758,405530,7613400.0,0.897,POINT (405530 7613400)
5759,405528,7613400.0,0.888,POINT (405528 7613400)
5760,405526,7613400.0,0.8170000000000001,POINT (405526 7613400)
5761,405523,7613400.0,0.938,POINT (405523 7613400)
5762,405520,7613400.0,0.882,POINT (405520 7613400)
5763,405519,7613400.0,0.845,POINT (405519 7613400)
5764,405516,7613400.0,0.8340000000000001,POINT (405516 7613400)
5765,405514,7613400.0,0.8959999999999999,POINT (405514 7613400)
5766,405510,7613400.0,0.888,POINT (405510 7613400)
5767,405508,7613400.0,0.7797,POINT (405508 7613400)
5768,405505,7613400.0,0.7786,POINT (405505 7613400)
5769,405503,7613400.0,0.845,POINT (405503 7613400)
5770,405500,7613400.0,0.9059999999999999,POINT (405500 7613400)
5771,405498,7613400.0,0.805,POINT (405498 7613400)
5772,405495,7613400.0,0.828,POINT (405495 7613400)
5773,405494,7613400.0,0.9179999999999999,POINT (405494 7613400)
5774,405491,7613400.0,0.863,POINT (405491 7613400)
5775,405489,7613400.0,0.826,POINT (405489 7613400)
5776,405486,7613400.0,0.855,POINT (405486 7613400)
5777,405483,7613400.0,0.85,POINT (405483 7613400)
5778,405481,7613400.0,0.7518,POINT (405481 7613400)
5779,405479,7613400.0,0.7774,POINT (405479 7613400)
5780,405479,7613400.0,0.845,POINT (405479 7613400)
5781,405478,7613400.0,0.84,POINT (405478 7613400)
5782,405472,7613300.0,0.8079999999999999,POINT (405472 7613300)
5783,405473,7613300.0,0.8859999999999999,POINT (405473 7613300)
5784,405474,7613300.0,0.7655,POINT (405474 7613300)
5785,405476,7613300.0,0.8240000000000001,POINT (405476 7613300)
5786,405479,7613300.0,0.852,POINT (405479 7613300)
5787,405481,7613300.0,0.861,POINT (405481 7613300)
5788,405484,7613300.0,0.961,POINT (405484 7613300)
5789,405485,7613300.0,0.8690000000000001,POINT (405485 7613300)
5790,405487,7613300.0,0.8290000000000001,POINT (405487 7613300)
5791,405489,7613300.0,0.8690000000000001,POINT (405489 7613300)
5792,405491,7613300.0,0.805,POINT (405491 7613300)
5793,405494,7613300.0,0.82,POINT (405494 7613300)
5794,405495,7613300.0,0.893,POINT (405495 7613300)
5795,405497,7613300.0,0.861,POINT (405497 7613300)
5796,405499,7613300.0,0.895,POINT (405499 7613300)
5797,405502,7613300.0,0.932,POINT (405502 7613300)
5798,405505,7613300.0,0.9590000000000001,POINT (405505 7613300)
5799,405507,7613300.0,0.92,POINT (405507 7613300)
5800,405508,7613300.0,0.812,POINT (405508 7613300)
5801,405511,7613300.0,0.8079999999999999,POINT (405511 7613300)
5802,405513,7613300.0,0.8420000000000001,POINT (405513 7613300)
